"purchase_date","shop_id","product_id","price","quantity","price_after_discount"
"2013-01-05",4001,4300030352,2710,1,2710
"2013-01-05",4001,4300037487,1135,1,1135
"2013-01-05",4001,4300037713,920,1,920
"2013-01-05",4001,4300042121,1059,1,1059
"2013-01-05",4001,4300050944,3730,1,3730
"2013-01-05",4001,4300058438,2835,1,2835
"2013-01-05",4001,4300059176,4900,1,4900
"2013-01-05",4001,4300059427,865,1,865
"2013-01-06",4001,4100004199,1023,1,1023
"2013-01-06",4001,4100014960,2915,1,2915
"2013-01-06",4001,4100017584,1019,1,1019
"2013-01-06",4001,4100024987,550,1,550
"2013-01-06",4001,4100027605,229,1,229
"2013-01-06",4001,4100040972,709,1,709
"2013-01-06",4001,4300042977,5409,1,5409
"2013-01-06",4001,4300042988,3689,1,3689
"2013-01-06",4001,4300043128,6455,1,6455
"2013-01-06",4001,4300043220,7059,1,7059
"2013-01-06",4001,4300043291,7410,1,7410
"2013-01-06",4001,4300043553,784,1,784
"2013-01-06",4001,4300044481,1599,1,1599
"2013-01-06",4001,4300052630,1961,1,1961
"2013-01-06",4001,4300054670,12999,1,12999
"2013-01-06",4001,4300059089,4189,1,4189
"2013-01-07",4001,4100022307,2719,1,2719
"2013-01-07",4001,4100024397,310,1,310
"2013-01-07",4001,4100041148,780,1,780
"2013-01-07",4001,4300042008,4139,1,4139
"2013-01-07",4001,4300058535,2285,1,2285
"2013-01-07",4001,4300058536,2310,1,2310
"2013-01-07",4001,4300059294,4445,1,4445
"2013-01-08",4001,4100004196,1799,1,1799
"2013-01-08",4001,4100024440,2225,1,2225
"2013-01-08",4001,4100024442,2275,1,2275
"2013-01-08",4001,4100024465,1628,1,1628
"2013-01-08",4001,4300015603,7739,1,7739
"2013-01-08",4001,4300017824,5445,1,5445
"2013-01-08",4001,4300041447,2739,1,2739
"2013-01-08",4001,4300041962,1592,1,1592
"2013-01-08",4001,4300058536,1219,1,1219
"2013-01-08",4001,4300058935,15540,1,15540
"2013-01-09",4001,4100003989,765,1,765
"2013-01-09",4001,4100011362,28259,1,28259
"2013-01-09",4001,4100024264,40,1,40
"2013-01-09",4001,4100027608,470,1,470
"2013-01-09",4001,4100041212,4175,1,4175
"2013-01-09",4001,4300027539,11024,1,11024
"2013-01-09",4001,4300027902,2980,1,2980
"2013-01-09",4001,4300037237,1430,1,1430
"2013-01-09",4001,4300042778,6485,1,6485
"2013-01-09",4001,4300043728,2900,1,2900
"2013-01-09",4001,4300044638,2379,1,2379
"2013-01-09",4001,4300049854,2059,1,2059
"2013-01-09",4001,4300054425,1370,1,1370
"2013-01-09",4001,4300058563,3135,1,3135
"2013-01-09",4001,4300059089,4189,1,4189
"2013-01-09",4001,4300059450,399,1,399
"2013-01-10",4001,4100012053,1670,1,1670
"2013-01-10",4001,4100027353,719,1,719
"2013-01-10",4001,4300037400,4103,1,4103
"2013-01-10",4001,4300043454,4249,1,4249
"2013-01-10",4001,4300044959,1929,1,1929
"2013-01-10",4001,4300058996,3129,1,3129
"2013-01-10",4001,4300059005,5319,1,5319
"2013-01-10",4001,4300059157,1799,1,1799
"2013-01-11",4001,4100004411,407,1,407
"2013-01-11",4001,4100028363,2415,1,2415
"2013-01-11",4001,4300037592,1215,1,1215
"2013-01-11",4001,4300043483,1215,1,1215
"2013-01-11",4001,4300044541,189,1,189
"2013-01-11",4001,4300044593,939,1,939
"2013-01-11",4001,4300058436,3070,1,3070
"2013-01-11",4001,4300059156,1884,1,1884
"2013-01-12",4001,4100010827,2169,1,2169
"2013-01-12",4001,4100024180,1839,1,1839
"2013-01-12",4001,4100024376,3339,1,3339
"2013-01-12",4001,4100028782,3999,1,3999
"2013-01-12",4001,4300001667,8599,1,8599
"2013-01-12",4001,4300012114,1682,1,1682
"2013-01-12",4001,4300041962,1415,1,1415
"2013-01-12",4001,4300044463,3847,1,3847
"2013-01-12",4001,4300055377,3089,1,3089
"2013-01-12",4001,4300058477,13299,1,13299
"2013-01-12",4001,4300058491,4156,1,4156
"2013-01-12",4001,4300058655,8879,1,8879
"2013-01-13",4001,4100018177,2618,1,2618
"2013-01-13",4001,4100028365,5499,1,5499
"2013-01-13",4001,4100038879,327,1,327
"2013-01-13",4001,4100041159,6159,1,6159
"2013-01-13",4001,4300001165,3311,1,3311
"2013-01-13",4001,4300007519,2314,1,2314
"2013-01-13",4001,4300012212,1448,1,1448
"2013-01-13",4001,4300014227,1754,1,1754
"2013-01-13",4001,4300030443,7639,1,7639
"2013-01-13",4001,4300043163,2529,1,2529
"2013-01-13",4001,4300058404,3699,1,3699
"2013-01-13",4001,4300058752,6136,1,6136
"2013-01-13",4001,4300059139,1789,1,1789
"2013-01-14",4001,4100017135,8027,1,8027
"2013-01-14",4001,4100018593,2655,1,2655
"2013-01-14",4001,4100040249,1559,1,1559
"2013-01-14",4001,4300037195,999,1,999
"2013-01-14",4001,4300054072,3293,1,3293
"2013-01-14",4001,4300059157,1799,1,1799
"2013-01-15",4001,4100017524,467,1,467
"2013-01-15",4001,4100017876,799,1,799
"2013-01-15",4001,4100021783,3986,1,3986
"2013-01-15",4001,4100024264,71,1,71
"2013-01-15",4001,4100028842,5369,1,5369
"2013-01-15",4001,4100038318,619,1,619
"2013-01-15",4001,4300012203,3734,1,3734
"2013-01-15",4001,4300013216,5695,1,5695
"2013-01-15",4001,4300022432,2459,1,2459
"2013-01-15",4001,4300037374,2555,1,2555
"2013-01-15",4001,4300042678,2999,1,2999
"2013-01-15",4001,4300042781,11222,1,11222
"2013-01-15",4001,4300043997,4003,1,4003
"2013-01-15",4001,4300058860,1124,1,1124
"2013-01-15",4001,4300059439,4419,1,4419
"2013-01-15",4001,4900000371,129,1,129
"2013-01-15",4001,4900000378,149,1,149
"2013-01-15",4001,4900001028,99,2,198
"2013-01-15",4001,4900001031,149,1,149
"2013-01-15",4001,4900001039,99,2,198
"2013-01-15",4001,4900001047,99,1,99
"2013-01-15",4001,4900001050,99,1,99
"2013-01-15",4001,4900001052,99,1,99
"2013-01-15",4001,4900001052,99,4,396
"2013-01-15",4001,4900001058,99,4,396
"2013-01-15",4001,4900001063,99,3,297
"2013-01-15",4001,4900001067,149,5,745
"2013-01-15",4001,4900001067,148,1,148
"2013-01-15",4001,4900001067,149,1,149
"2013-01-15",4001,4900001072,149,2,298
"2013-01-15",4001,4900001079,29,5,145
"2013-01-15",4001,4900001079,28,1,28
"2013-01-15",4001,4900001128,129,4,516
"2013-01-15",4001,4900001129,129,1,129
"2013-01-15",4001,4900001162,129,2,258
"2013-01-16",4001,4100028387,2744,1,2744
"2013-01-16",4001,4100028864,2348,1,2348
"2013-01-16",4001,4100038738,2819,1,2819
"2013-01-16",4001,4100041012,5111,1,5111
"2013-01-16",4001,4100041220,9899,1,9899
"2013-01-16",4001,4300013731,3149,1,3149
"2013-01-16",4001,4300021827,3639,1,3639
"2013-01-16",4001,4300040664,5979,1,5979
"2013-01-16",4001,4300042352,5489,1,5489
"2013-01-16",4001,4300043656,4031,1,4031
"2013-01-16",4001,4300049582,3263,1,3263
"2013-01-16",4001,4300059449,1499,1,1499
"2013-01-16",4001,4900001067,148,1,148
"2013-01-16",4001,4900001079,29,1,29
"2013-01-17",4001,4100004213,1259,1,1259
"2013-01-17",4001,4100022287,2249,1,2249
"2013-01-17",4001,4100024301,265,1,265
"2013-01-17",4001,4100038509,1049,1,1049
"2013-01-17",4001,4100041056,511,1,511
"2013-01-17",4001,4100041081,1399,1,1399
"2013-01-17",4001,4100041117,497,1,497
"2013-01-17",4001,4100041132,599,1,599
"2013-01-17",4001,4300037083,1819,1,1819
"2013-01-17",4001,4300037169,2499,1,2499
"2013-01-17",4001,4300042474,987,1,987
"2013-01-17",4001,4300042685,4889,1,4889
"2013-01-17",4001,4300053261,1975,1,1975
"2013-01-17",4001,4300054342,11735,1,11735
"2013-01-17",4001,4900001052,99,1,99
"2013-01-17",4001,4900001067,149,1,149
"2013-01-17",4001,4900001129,129,1,129
"2013-01-18",4001,4100027884,1469,1,1469
"2013-01-18",4001,4100040986,4431,1,4431
"2013-01-18",4001,4300007842,2019,1,2019
"2013-01-18",4001,4300036910,1590,1,1590
"2013-01-18",4001,4300051832,2859,1,2859
"2013-01-18",4001,4300059436,2479,1,2479
"2013-01-18",4001,4900001061,99,1,99
"2013-01-18",4001,4900001164,128,1,128
"2013-01-19",4001,4100021286,3149,1,3149
"2013-01-19",4001,4100028552,3751,1,3751
"2013-01-19",4001,4100028778,2999,1,2999
"2013-01-19",4001,4100041251,6575,1,6575
"2013-01-19",4001,4300008132,3878,1,3878
"2013-01-19",4001,4300023961,2690,1,2690
"2013-01-19",4001,4300041695,5999,1,5999
"2013-01-19",4001,4300058414,1551,1,1551
"2013-01-19",4001,4300058662,4841,1,4841
"2013-01-19",4001,4300058788,3174,1,3174
"2013-01-19",4001,4300059007,3896,1,3896
"2013-01-19",4001,4900000950,128,1,128
"2013-01-19",4001,4900001036,98,1,98
"2013-01-19",4001,4900001044,149,1,149
"2013-01-19",4001,4900001067,149,1,149
"2013-01-19",4001,4900001128,129,1,129
"2013-01-20",4001,4100002917,2618,1,2618
"2013-01-20",4001,4100002920,3509,1,3509
"2013-01-20",4001,4100002923,2909,1,2909
"2013-01-20",4001,4100024319,1579,1,1579
"2013-01-20",4001,4100024330,2195,1,2195
"2013-01-20",4001,4100028642,1689,1,1689
"2013-01-20",4001,4100028844,5220,1,5220
"2013-01-20",4001,4300037108,5083,1,5083
"2013-01-20",4001,4300037171,2618,1,2618
"2013-01-20",4001,4300041356,5984,1,5984
"2013-01-20",4001,4300058415,3571,1,3571
"2013-01-20",4001,4300058462,319,1,319
"2013-01-20",4001,4300058498,3129,1,3129
"2013-01-20",4001,4300059121,4670,1,4670
"2013-01-20",4001,4300059240,2299,1,2299
"2013-01-20",4001,4300059394,2989,1,2989
"2013-01-20",4001,4900000378,149,1,149
"2013-01-20",4001,4900000544,99,1,99
"2013-01-20",4001,4900001027,98,1,98
"2013-01-20",4001,4900001052,99,1,99
"2013-01-21",4001,4100004403,323,1,323
"2013-01-21",4001,4100028782,3999,1,3999
"2013-01-21",4001,4100040860,597,1,597
"2013-01-21",4001,4100041089,799,1,799
"2013-01-21",4001,4300006424,1619,1,1619
"2013-01-21",4001,4300040592,5189,1,5189
"2013-01-21",4001,4300041223,8074,1,8074
"2013-01-21",4001,4300044449,1532,1,1532
"2013-01-21",4001,4900000378,148,1,148
"2013-01-21",4001,4900001019,98,1,98
"2013-01-21",4001,4900001047,98,1,98
"2013-01-23",4001,4100039229,1449,1,1449
"2013-01-23",4001,4100040989,10286,1,10286
"2013-01-23",4001,4300007700,269,1,269
"2013-01-23",4001,4300007883,436,1,436
"2013-01-23",4001,4300042983,10149,1,10149
"2013-01-23",4001,4300043348,3761,1,3761
"2013-01-23",4001,4300043777,2019,1,2019
"2013-01-23",4001,4300059113,1769,1,1769
"2013-01-23",4001,4900000950,129,1,129
"2013-01-23",4001,4900001067,148,1,148
"2013-01-24",4001,4100005084,997,1,997
"2013-01-24",4001,4300007461,845,1,845
"2013-01-24",4001,4300012645,3536,1,3536
"2013-01-24",4001,4300024762,1829,1,1829
"2013-01-24",4001,4300037521,4409,1,4409
"2013-01-24",4001,4300039267,3278,1,3278
"2013-01-24",4001,4300041165,5799,1,5799
"2013-01-24",4001,4300049816,8882,1,8882
"2013-01-24",4001,4300055379,2735,1,2735
"2013-01-24",4001,4900000544,99,1,99
"2013-01-24",4001,4900000544,98,1,98
"2013-01-24",4001,4900000950,128,1,128
"2013-01-24",4001,4900001050,98,1,98
"2013-01-25",4001,4100000591,1096,1,1096
"2013-01-25",4001,4100005011,1304,1,1304
"2013-01-25",4001,4100005231,1289,1,1289
"2013-01-25",4001,4100024219,33011,1,33011
"2013-01-25",4001,4100024262,775,1,775
"2013-01-25",4001,4100024420,84,1,84
"2013-01-25",4001,4100024710,503,1,503
"2013-01-25",4001,4100028700,1463,1,1463
"2013-01-25",4001,4100040696,242,1,242
"2013-01-25",4001,4100041026,197,1,197
"2013-01-25",4001,4300005309,1389,1,1389
"2013-01-25",4001,4300007898,1549,1,1549
"2013-01-25",4001,4300007934,1886,1,1886
"2013-01-25",4001,4300017387,4859,1,4859
"2013-01-25",4001,4300036960,5059,1,5059
"2013-01-25",4001,4300037082,3761,1,3761
"2013-01-25",4001,4300037402,2267,1,2267
"2013-01-25",4001,4300037750,1843,1,1843
"2013-01-25",4001,4300041061,3695,1,3695
"2013-01-25",4001,4300054299,4075,1,4075
"2013-01-25",4001,4300058657,6549,1,6549
"2013-01-25",4001,4300058734,404,1,404
"2013-01-25",4001,4900000544,98,1,98
"2013-01-25",4001,4900000544,99,1,99
"2013-01-25",4001,4900001019,98,1,98
"2013-01-25",4001,4900001052,99,1,99
"2013-01-25",4001,4900001063,99,1,99
"2013-01-25",4001,4900001067,149,1,149
"2013-01-25",4001,4900001071,149,1,149
"2013-01-25",4001,4900001128,129,1,129
"2013-01-26",4001,4100016188,3269,1,3269
"2013-01-26",4001,4100024340,7327,1,7327
"2013-01-26",4001,4100024720,2869,1,2869
"2013-01-26",4001,4100027420,908,1,908
"2013-01-26",4001,4100028410,149,1,149
"2013-01-26",4001,4100038269,449,1,449
"2013-01-26",4001,4300005685,3409,1,3409
"2013-01-26",4001,4300007515,1349,1,1349
"2013-01-26",4001,4300037071,1939,1,1939
"2013-01-26",4001,4300037632,569,1,569
"2013-01-26",4001,4300037672,2329,1,2329
"2013-01-26",4001,4300043549,4788,1,4788
"2013-01-26",4001,4300044475,2129,1,2129
"2013-01-26",4001,4300049828,2759,1,2759
"2013-01-26",4001,4300052635,4649,1,4649
"2013-01-26",4001,4300058265,639,1,639
"2013-01-26",4001,4300059451,649,1,649
"2013-01-26",4001,4900000378,149,1,149
"2013-01-26",4001,4900000544,99,1,99
"2013-01-26",4001,4900001047,99,1,99
"2013-01-26",4001,4900001063,99,1,99
"2013-01-26",4001,4900001162,129,1,129
"2013-01-27",4001,4100028425,360,1,360
"2013-01-27",4001,4100038487,1239,1,1239
"2013-01-27",4001,4300041522,2465,1,2465
"2013-01-27",4001,4300043642,8787,1,8787
"2013-01-27",4001,4300058428,9118,1,9118
"2013-01-27",4001,4300058615,5119,1,5119
"2013-01-27",4001,4900001052,99,1,99
"2013-01-28",4001,4100004027,1539,1,1539
"2013-01-28",4001,4100017954,649,1,649
"2013-01-28",4001,4100022249,2239,1,2239
"2013-01-28",4001,4100022271,3949,1,3949
"2013-01-28",4001,4300042757,1142,1,1142
"2013-01-28",4001,4300043323,4931,1,4931
"2013-01-28",4001,4300043851,2459,1,2459
"2013-01-28",4001,4300044255,2159,1,2159
"2013-01-28",4001,4300059236,6863,1,6863
"2013-01-28",4001,4900000544,99,1,99
"2013-01-28",4001,4900001027,99,1,99
"2013-01-28",4001,4900001052,99,1,99
"2013-01-28",4001,4900001063,98,1,98
"2013-01-28",4001,4900001063,99,1,99
"2013-01-29",4001,4100024368,1519,1,1519
"2013-01-29",4001,4100024954,21039,1,21039
"2013-01-29",4001,4100028410,149,1,149
"2013-01-29",4001,4100040857,297,1,297
"2013-01-29",4001,4100040860,597,1,597
"2013-01-29",4001,4300007902,449,1,449
"2013-01-29",4001,4300008256,1949,1,1949
"2013-01-29",4001,4300036791,1519,1,1519
"2013-01-29",4001,4300037341,6029,1,6029
"2013-01-29",4001,4300037518,1729,1,1729
"2013-01-29",4001,4300037721,799,1,799
"2013-01-29",4001,4300043814,1268,1,1268
"2013-01-29",4001,4300043939,3248,1,3248
"2013-01-29",4001,4300058619,2406,1,2406
"2013-01-29",4001,4300058783,6262,1,6262
"2013-01-29",4001,4900000378,149,1,149
"2013-01-29",4001,4900000544,99,1,99
"2013-01-29",4001,4900001027,99,1,99
"2013-01-29",4001,4900001067,148,1,148
"2013-01-29",4001,4900001079,29,1,29
"2013-01-30",4001,4100005944,511,1,511
"2013-01-30",4001,4100006500,249,1,249
"2013-01-30",4001,4100014138,539,1,539
"2013-01-30",4001,4100021761,3739,1,3739
"2013-01-30",4001,4100038374,279,1,279
"2013-01-30",4001,4100038390,709,1,709
"2013-01-30",4001,4100041074,1160,1,1160
"2013-01-30",4001,4300017823,5264,1,5264
"2013-01-30",4001,4300036902,4769,1,4769
"2013-01-30",4001,4300036928,5259,1,5259
"2013-01-30",4001,4300037797,14884,1,14884
"2013-01-30",4001,4300044379,6869,1,6869
"2013-01-30",4001,4300055331,1313,1,1313
"2013-01-30",4001,4300055589,2150,1,2150
"2013-01-30",4001,4300059052,3399,1,3399
"2013-01-30",4001,4300059439,4419,1,4419
"2013-01-30",4001,4900001028,99,1,99
"2013-01-30",4001,4900001067,148,1,148
"2013-01-31",4001,4100002591,1999,1,1999
"2013-01-31",4001,4100003450,2459,1,2459
"2013-01-31",4001,4100005290,469,1,469
"2013-01-31",4001,4100021370,6229,1,6229
"2013-01-31",4001,4100024268,197,1,197
"2013-01-31",4001,4100036241,175,1,175
"2013-01-31",4001,4100036243,167,1,167
"2013-01-31",4001,4100036246,175,1,175
"2013-01-31",4001,4100036247,175,1,175
"2013-01-31",4001,4100040973,369,1,369
"2013-01-31",4001,4100041034,167,1,167
"2013-01-31",4001,4100041076,1310,1,1310
"2013-01-31",4001,4300025447,1902,1,1902
"2013-01-31",4001,4300028679,2861,1,2861
"2013-01-31",4001,4300042179,599,1,599
"2013-01-31",4001,4300042286,3320,1,3320
"2013-01-31",4001,4300043431,1855,1,1855
"2013-01-31",4001,4300043605,3103,1,3103
"2013-01-31",4001,4300059415,1103,1,1103
"2013-01-31",4001,4900001052,99,1,99
"2013-01-31",4001,4900001128,129,1,129
"2013-02-01",4001,4100002163,255,1,255
"2013-02-01",4001,4100015831,255,1,255
"2013-02-01",4001,4100021768,3872,1,3872
"2013-02-01",4001,4100041045,3572,1,3572
"2013-02-01",4001,4100041510,11389,1,11389
"2013-02-01",4001,4100041510,11389,-1,-11389
"2013-02-01",4001,4300011599,3519,1,3519
"2013-02-01",4001,4300015894,1692,1,1692
"2013-02-01",4001,4300017982,356,1,356
"2013-02-01",4001,4300040781,2079,1,2079
"2013-02-01",4001,4300041448,4535,1,4535
"2013-02-01",4001,4300043636,14989,1,14989
"2013-02-01",4001,4300043642,10609,1,10609
"2013-02-01",4001,4300044639,1422,1,1422
"2013-02-01",4001,4300054409,1799,1,1799
"2013-02-01",4001,4300058601,7119,1,7119
"2013-02-01",4001,4300058671,2709,1,2709
"2013-02-01",4001,4900000544,99,1,99
"2013-02-01",4001,4900001052,98,1,98
"2013-02-01",4001,4900001063,99,1,99
"2013-02-01",4001,4900001079,28,1,28
"2013-02-02",4001,4100024145,206,1,206
"2013-02-02",4001,4100024346,5915,1,5915
"2013-02-02",4001,4100024947,129,1,129
"2013-02-02",4001,4100041071,1229,1,1229
"2013-02-02",4001,4100041120,2926,1,2926
"2013-02-02",4001,4300024611,6456,1,6456
"2013-02-02",4001,4300037184,2739,1,2739
"2013-02-02",4001,4300037398,2211,1,2211
"2013-02-02",4001,4300037820,11795,1,11795
"2013-02-02",4001,4300037821,5339,1,5339
"2013-02-02",4001,4300043923,1639,1,1639
"2013-02-02",4001,4300053492,3329,1,3329
"2013-02-02",4001,4300054133,3945,1,3945
"2013-02-02",4001,4300054326,1323,1,1323
"2013-02-02",4001,4300054588,3235,1,3235
"2013-02-02",4001,4300058987,3662,1,3662
"2013-02-02",4001,4300059284,2572,1,2572
"2013-02-02",4001,4300059390,8099,1,8099
"2013-02-02",4001,4900001052,99,1,99
"2013-02-03",4001,4100002668,349,1,349
"2013-02-03",4001,4100005056,435,1,435
"2013-02-03",4001,4100040631,94,1,94
"2013-02-03",4001,4300006532,866,1,866
"2013-02-03",4001,4300019969,4063,1,4063
"2013-02-03",4001,4300030044,10159,1,10159
"2013-02-03",4001,4300037588,1129,1,1129
"2013-02-03",4001,4300037673,5012,1,5012
"2013-02-03",4001,4300058557,1356,1,1356
"2013-02-03",4001,4300058807,2859,1,2859
"2013-02-03",4001,4300058963,6390,1,6390
"2013-02-03",4001,4300058985,2926,1,2926
"2013-02-03",4001,4300059352,8590,1,8590
"2013-02-03",4001,4900000357,98,1,98
"2013-02-03",4001,4900001052,99,1,99
"2013-02-03",4001,4900001079,28,1,28
"2013-02-04",4001,4100002670,419,1,419
"2013-02-04",4001,4100004201,1689,1,1689
"2013-02-04",4001,4100006518,639,1,639
"2013-02-04",4001,4100015861,349,1,349
"2013-02-04",4001,4100034518,219,1,219
"2013-02-04",4001,4100034518,219,-1,-219
"2013-02-04",4001,4300025448,2135,1,2135
"2013-02-04",4001,4300036764,2469,1,2469
"2013-02-04",4001,4300037677,2429,1,2429
"2013-02-05",4001,4100027411,759,1,759
"2013-02-05",4001,4100036244,219,1,219
"2013-02-05",4001,4100041260,830,1,830
"2013-02-05",4001,4300025256,3989,1,3989
"2013-02-05",4001,4300026020,4400,1,4400
"2013-02-05",4001,4300037459,4742,1,4742
"2013-02-05",4001,4300037508,600,1,600
"2013-02-05",4001,4300037720,351,1,351
"2013-02-05",4001,4300037816,9152,1,9152
"2013-02-05",4001,4300042122,7895,1,7895
"2013-02-05",4001,4300058418,3221,1,3221
"2013-02-06",4001,4100015750,239,1,239
"2013-02-06",4001,4100027669,2499,1,2499
"2013-02-06",4001,4100028379,1988,1,1988
"2013-02-06",4001,4100038748,5229,1,5229
"2013-02-06",4001,4100041072,887,1,887
"2013-02-06",4001,4300012689,2989,1,2989
"2013-02-06",4001,4300014224,589,1,589
"2013-02-06",4001,4300023098,6230,1,6230
"2013-02-06",4001,4300025448,2402,1,2402
"2013-02-06",4001,4300025752,1899,1,1899
"2013-02-06",4001,4300037457,4805,1,4805
"2013-02-06",4001,4300041623,5858,1,5858
"2013-02-06",4001,4300042256,5921,1,5921
"2013-02-06",4001,4300043496,7540,1,7540
"2013-02-06",4001,4300044326,7028,1,7028
"2013-02-06",4001,4300044649,2069,1,2069
"2013-02-06",4001,4300044700,2123,1,2123
"2013-02-06",4001,4300058472,6239,1,6239
"2013-02-06",4001,4300058623,6525,1,6525
"2013-02-06",4001,4900000357,98,1,98
"2013-02-06",4001,4900000357,99,1,99
"2013-02-06",4001,4900001028,99,1,99
"2013-02-06",4001,4900001040,99,1,99
"2013-02-06",4001,4900001052,99,1,99
"2013-02-06",4001,4900001067,148,1,148
"2013-02-06",4001,4900001079,29,1,29
"2013-02-07",4001,4100028779,2999,1,2999
"2013-02-07",4001,4100041011,383,1,383
"2013-02-07",4001,4100041270,2119,1,2119
"2013-02-07",4001,4300037703,1063,1,1063
"2013-02-07",4001,4300042797,1865,1,1865
"2013-02-07",4001,4300058998,3635,1,3635
"2013-02-08",4001,4100006492,229,1,229
"2013-02-08",4001,4100016082,969,1,969
"2013-02-08",4001,4100016922,1903,1,1903
"2013-02-08",4001,4100028368,1985,1,1985
"2013-02-08",4001,4100028443,5830,1,5830
"2013-02-08",4001,4100038419,289,1,289
"2013-02-08",4001,4100041257,1603,-1,-1603
"2013-02-08",4001,4100041257,1603,1,1603
"2013-02-08",4001,4300003141,999,1,999
"2013-02-08",4001,4300013898,2210,1,2210
"2013-02-08",4001,4300014610,4055,1,4055
"2013-02-08",4001,4300025163,797,1,797
"2013-02-08",4001,4300031204,7154,1,7154
"2013-02-08",4001,4300031633,773,1,773
"2013-02-08",4001,4300037208,580,1,580
"2013-02-08",4001,4300037404,1509,1,1509
"2013-02-08",4001,4300037458,4979,1,4979
"2013-02-08",4001,4300042577,1299,1,1299
"2013-02-08",4001,4300042962,6100,1,6100
"2013-02-08",4001,4300042962,6100,-1,-6100
"2013-02-08",4001,4300043136,2659,1,2659
"2013-02-08",4001,4300043807,6762,1,6762
"2013-02-08",4001,4300049852,1699,1,1699
"2013-02-08",4001,4300054294,885,1,885
"2013-02-08",4001,4300058562,2779,1,2779
"2013-02-08",4001,4300058790,709,1,709
"2013-02-08",4001,4300058850,209,1,209
"2013-02-08",4001,4300058879,3090,1,3090
"2013-02-08",4001,4300058936,3749,1,3749
"2013-02-08",4001,4300059019,4950,1,4950
"2013-02-08",4001,4300059138,1259,1,1259
"2013-02-08",4001,4300059293,4625,1,4625
"2013-02-08",4001,4300059303,4100,1,4100
"2013-02-08",4001,4900000018,199,1,199
"2013-02-08",4001,4900000378,149,1,149
"2013-02-08",4001,4900000544,99,1,99
"2013-02-08",4001,4900001039,99,1,99
"2013-02-08",4001,4900001040,99,1,99
"2013-02-08",4001,4900001047,99,1,99
"2013-02-08",4001,4900001067,149,1,149
"2013-02-08",4001,4900001072,148,1,148
"2013-02-09",4001,4100001904,1499,1,1499
"2013-02-09",4001,4100002998,638,1,638
"2013-02-09",4001,4100004744,900,1,900
"2013-02-09",4001,4100020634,25380,1,25380
"2013-02-09",4001,4100024320,1500,1,1500
