Timestamp;item 1089;item 10960;item 1178;item 11827;item 1511;item 15934;item 16368;item 17248;item 18232;item 18291;item 19924;item 21275;item 21496;item 2171;item 2173;item 22385;item 23367;item 24101;item 24340;item 24692;item 24960;item 25208;item 25673;item 25714;item 26808;item 2695;item 27149;item 27474;item 27475;item 27808;item 28269;item 28560;item 28632;item 28654;item 29014;item 29416;item 29428;item 29673;item 31080;item 31454;item 31978;item 32289;item 32653;item 32768;item 33324;item 33335;item 34190;item 34280;item 34647;item 35081;item 37419;item 37449;item 38291;item 38417;item 38760;item 38881;item 39634;item 4009;item 40485;item 40909;item 41994;item 42633;item 42697;item 43073;item 43486;item 44981;item 45097;item 46316;item 46596;item 46766;item 47988;item 48206;item 48342;item 50535;item 52499;item 52601;item 61354;item 62654;item 63068;item 65040;item 65447;item 65672;item 66201;item 67270;item 68125;item 684;item 68499;item 69226;item 69274;item 69398;item 75233;item 76722;item 76866;item 79654;item 79747;item 81560;item 83350;item 8373;item 87993;item 896;item 89787;item 91285;item 91845;item 93627;item 93634;item 96260;item 96880;item 97952;item 99146;item 99147
2006-11-11;0.0;3.0;1.0;3.0;2.0;0.0;2.0;4.0;3.0;5.0;0.0;0.0;0.376;4.0;5.0;4.0;0.0;2.0;0.0;1.0;0.0;8.0;9.0;0;4.0;2.0;0.0;1.0;;0.0;0.0;3.0;2.0;2.0;1.854;5.0;4.0;0.0;0.0;11.0;1.0;4.0;3.0;1.0;0.0;1.0;6.0;2.452;1.0;0.0;5.0;3.0;4.0;6.0;0.0;;0.72;1.0;1.0;0.0;;2.0;0.0;0.0;0.522;1.0;6.0;0.0;5.246;3.502;0.0;;7.0;0.0;;0.0;0.0;0.222;1.0;1.0;0.482;1.0;2.0;9.0;0.0;6.0;0.0;0.0;0.0;1.0;;2.0;1.0;0.0;3.0;45.0;;7.0;0.0;2.0;1.0;;;;;;;;;
2006-11-12;0.0;1.0;0.0;2.0;4.0;0.0;3.0;1.0;5.0;2.0;1.0;1.0;1.022;1.0;4.0;9.0;0.642;5.0;1.0;2.0;10.0;0.0;11.0;0;4.0;2.0;1.0;2.0;;1.0;1.0;0.0;0.0;4.0;1.696;2.0;2.0;3.0;0.0;11.0;5.0;5.0;5.0;2.0;0.0;3.0;13.0;1.372;1.0;0.0;4.0;0.0;2.0;2.0;0.0;;0;0.0;3.0;0.0;;1.0;1.0;3.0;0.59;2.0;1.0;1.0;0;2.476;0.0;;2.0;1.0;;0.0;0.0;0.602;2.0;1.0;0.413;0.0;0.0;6.0;1.0;9.0;0.0;4.0;1.0;3.0;;1.0;2.0;2.0;1.0;45.0;;0.0;2.0;1.0;1.0;;;;;;;;;
2006-11-13;0.0;2.0;1.0;2.0;1.0;0.0;4.0;7.0;5.0;3.0;1.0;1.0;0.136;3.0;1.0;6.0;0.0;6.0;4.0;1.0;2.0;6.0;10.0;0;4.0;1.0;2.0;2.0;;1.0;2.0;6.0;0.0;7.0;1.776;2.0;1.0;0.0;0.0;8.0;6.0;6.0;3.0;1.0;0.0;0.0;15.0;4.156;0.0;2.0;4.0;1.0;2.0;2.0;0.0;;1.886;0.0;1.0;0.0;;0.0;1.0;0.0;0.684;1.0;2.0;4.0;1.521;2.566;2.0;;5.0;4.0;;0.0;2.0;0.602;1.0;1.0;0.991;0.0;0.0;2.0;3.0;5.0;1.0;4.0;2.0;2.0;;2.0;2.0;3.0;1.0;38.0;;1.0;2.0;3.0;1.0;;;;;;;;;
2006-11-14;0.0;0.0;1.0;5.0;1.0;1.0;0.0;1.0;1.0;9.0;3.0;3.0;0.296;4.0;5.0;3.0;0.0;1.0;1.0;0.0;0.0;5.0;14.0;0;5.0;4.0;1.0;1.0;;1.0;2.0;0.0;0.0;4.0;0.0;4.0;3.0;4.0;0.0;3.0;3.0;5.0;2.0;3.0;1.0;1.0;9.0;1.324;0.0;2.0;3.0;1.0;5.0;1.0;0.0;3.0;0.83;6.0;;0.0;;3.0;1.0;0.0;1.26;1.0;2.0;0.0;1.086;2.938;1.0;1.0;19.0;2.0;;0.0;1.0;0.766;5.0;2.0;0.993;0.0;0.0;4.0;1.0;5.0;2.0;5.0;3.0;5.0;;1.0;1.0;0.0;4.0;49.0;;4.0;2.0;4.0;0.0;;;;;;;;;
2006-11-15;;0.0;1.0;3.0;1.0;0.0;3.0;9.0;5.0;5.0;3.0;1.0;1.152;6.0;3.0;;0.0;0.0;3.0;1.0;2.0;9.0;15.0;0;7.0;1.0;0.0;1.0;;0.0;3.0;0.0;0.0;2.0;1.744;3.0;1.0;0.0;0.0;4.0;3.0;1.0;2.0;3.0;0.0;0.0;8.0;1.922;0.0;2.0;4.0;0.0;4.0;5.0;0.0;1.0;3.204;9.0;1.0;0.0;;1.0;0.0;1.0;0.0;0.0;0.0;3.0;2.183;0.578;5.0;4.0;0.0;4.0;;1.0;1.0;0.656;4.0;0.0;0.455;0.0;0.0;0.0;1.0;7.0;1.0;0.0;1.0;1.0;;1.0;0.0;1.0;1.0;20.0;;2.0;0.0;3.0;0.0;;;;;;;;;
2006-11-16;0.0;2.0;0.0;4.0;0.0;0.0;11.0;2.0;3.0;2.0;0.0;3.0;0.39;1.0;4.0;1.0;0.0;1.0;2.0;2.0;2.0;11.0;5.0;0.388;3.0;0.0;0.0;2.0;;1.0;2.0;4.0;0.0;4.0;1.718;2.0;2.0;0.0;0.0;4.0;5.0;1.0;3.0;3.0;2.0;0.0;9.0;2.224;5.0;3.0;2.0;0.0;6.0;5.0;0.0;4.0;0.258;8.0;0.0;0.0;;2.0;2.0;2.0;0.0;;0.0;0.0;1.67;3.574;1.0;6.0;3.0;4.0;;0.0;1.0;0.802;2.0;0.0;0.0;2.0;0.0;1.0;0.0;7.0;2.0;11.0;3.0;2.0;;0.0;4.0;4.0;1.0;24.0;;7.0;1.0;2.0;1.0;;;;;;;;;
2006-11-17;2.0;2.0;1.0;3.0;1.0;2.0;4.0;0.0;0.0;8.0;4.0;4.0;0.798;3.0;1.0;13.0;0.0;0.0;1.0;1.0;2.0;8.0;3.0;0.422;9.0;1.0;0.0;4.0;;3.0;6.0;6.0;0.0;3.0;0.642;5.0;1.0;0.0;0.0;11.0;0.0;2.0;3.0;1.0;0.0;1.0;13.0;3.312;2.0;1.0;2.0;3.0;0.0;3.0;0.0;0.0;4.37;7.0;4.0;0.0;;1.0;2.0;0.0;0.162;1.0;3.0;5.0;2.601;4.45;4.0;3.0;9.0;2.0;;0.0;0.0;;4.0;1.0;0.481;3.0;3.0;3.0;2.0;1.0;1.0;3.0;1.0;3.0;;1.0;3.0;0.0;3.0;52.0;;8.0;3.0;4.0;4.0;;;;;;;;;
2006-11-18;5.0;1.0;1.0;4.0;0.0;1.0;1.0;7.0;2.0;6.0;2.0;2.0;0.318;2.0;3.0;3.0;0.0;2.0;2.0;1.0;8.0;7.0;11.0;0.47;2.0;2.0;2.0;1.0;;0.0;4.0;0.0;0.0;1.0;0.478;1.0;5.0;2.0;0.0;2.0;4.0;2.0;0.0;0.0;1.0;0.0;23.0;2.086;0.0;4.0;3.0;2.0;4.0;3.0;0.0;2.0;2.65;1.0;2.0;0.0;;1.0;1.0;2.0;1.156;3.0;1.0;3.0;2.031;3.022;0.0;4.0;0.0;6.0;;0.0;3.0;0.34;3.0;1.0;0.878;3.0;12.0;8.0;3.0;4.0;2.0;3.0;1.0;1.0;;0.0;3.0;0.0;1.0;51.0;;2.0;0.0;2.0;1.0;;;;;;;;;
2006-11-19;1.0;4.0;1.0;6.0;0.0;3.0;2.0;3.0;2.0;3.0;2.0;1.0;0.168;6.0;0.0;5.0;0.0;4.0;2.0;1.0;3.0;0.0;8.0;0;9.0;3.0;1.0;2.0;;1.0;4.0;0.0;1.0;2.0;1.352;1.0;4.0;2.0;0.0;7.0;3.0;1.0;2.0;2.0;2.0;0.0;9.0;1.83;0.0;2.0;2.0;1.0;2.0;2.0;0.0;1.0;2.166;2.0;4.0;0.0;;0.0;2.0;1.0;0.198;0.0;1.0;5.0;0;5.39;2.0;1.0;4.0;4.0;;2.0;4.0;1.136;1.0;1.0;0.545;0.0;3.0;10.0;4.0;6.0;1.0;2.0;3.0;1.0;;2.0;3.0;0.0;3.0;55.0;;3.0;2.0;5.0;2.0;;;;;;;;;
2006-11-20;1.0;2.0;3.0;5.0;1.0;1.0;2.0;1.0;1.0;9.0;0.0;3.0;0.252;4.0;0.0;7.0;0.53;1.0;0.0;3.0;9.0;0.0;8.0;0.368;5.0;0.0;1.0;1.0;;0.0;2.0;0.0;0.0;3.0;0.642;2.0;0.0;2.0;0.0;8.0;3.0;0.0;2.0;1.0;0.0;0.0;9.0;3.224;2.0;0.0;5.0;3.0;0.0;7.0;2.0;2.0;3.982;1.0;0.0;0.0;;2.0;1.0;2.0;0.874;2.0;1.0;0.0;1.071;3.942;0.0;6.0;8.0;1.0;;3.0;2.0;1.424;0.0;0.0;0.449;3.0;1.0;10.0;1.0;3.0;2.0;1.0;2.0;4.0;;0.0;1.0;0.0;2.0;65.0;;5.0;1.0;5.0;2.0;;;;;;;;;
2006-11-21;2.0;3.0;2.0;7.0;0.0;1.0;5.0;1.0;4.0;4.0;2.0;4.0;0.23;2.0;1.0;3.0;2.202;5.0;0.0;2.0;2.0;0.0;12.0;1.204;2.0;2.0;0.0;2.0;;1.0;3.0;0.0;1.0;1.0;1.628;1.0;1.0;2.0;0.0;2.0;6.0;2.0;0.0;2.0;7.0;2.0;6.0;3.332;2.0;2.0;3.0;3.0;2.0;6.0;0.0;4.0;2.698;5.0;2.0;0.0;;1.0;1.0;1.0;0.0;2.0;1.0;1.0;1.611;6.102;0.0;0.0;0.0;4.0;;5.0;2.0;0;0.0;1.0;0.489;0.0;1.0;2.0;2.0;4.0;0.0;4.0;1.0;2.0;;1.0;1.0;0.0;2.0;41.0;;1.0;2.0;5.0;0.0;;;;;;;;;
2006-11-22;3.0;2.0;2.0;2.0;2.0;0.0;4.0;1.0;2.0;5.0;2.0;2.0;0.104;1.0;3.0;6.0;1.626;1.0;1.0;3.0;15.0;0.0;11.0;0;1.0;1.0;0.0;2.0;;1.0;8.0;0.0;0.0;0.0;3.298;1.0;1.0;1.0;0.0;15.0;6.0;5.0;2.0;1.0;2.0;1.0;3.0;1.094;1.0;3.0;4.0;2.0;4.0;7.0;1.0;1.0;2.614;3.0;0.0;2.0;;2.0;2.0;0.0;0.356;2.0;1.0;4.0;2.393;6.75;2.0;4.0;8.0;4.0;;2.0;2.0;;0.0;1.0;0.502;1.0;0.0;4.0;2.0;8.0;3.0;0.0;3.0;2.0;;0.0;0.0;0.0;8.0;28.0;;3.0;0.0;2.0;3.0;;;;;;;;;
2006-11-23;0.0;0.0;4.0;4.0;0.0;0.0;15.0;3.0;2.0;3.0;1.0;5.0;0.454;3.0;4.0;3.0;1.548;1.0;0.0;1.0;2.0;7.0;7.0;0.212;7.0;0.0;3.0;3.0;;1.0;2.0;0.0;;8.0;1.708;0.0;0.0;4.0;0.0;9.0;2.0;6.0;0.0;3.0;1.0;1.0;11.0;2.196;2.0;3.0;4.0;0.0;3.0;5.0;1.0;1.0;2.576;2.0;1.0;0.0;;1.0;0.0;1.0;0.442;0.0;0.0;2.0;1.562;5.04;4.0;6.0;5.0;7.0;;0.0;1.0;0.218;0.0;3.0;1.019;2.0;3.0;5.0;1.0;3.0;2.0;3.0;4.0;3.0;;;1.0;0.0;4.0;36.0;;7.0;2.0;4.0;1.0;;;;;;;;;
2006-11-24;3.0;3.0;5.0;1.0;1.0;1.0;2.0;3.0;2.0;7.0;1.0;6.0;1.546;3.0;3.0;2.0;1.7;1.0;4.0;1.0;8.0;12.0;6.0;0.942;6.0;1.0;0.0;2.0;;0.0;0.0;8.0;;3.0;1.834;2.0;4.0;1.0;0.0;4.0;4.0;0.0;2.0;2.0;0.0;2.0;4.0;5.134;3.0;4.0;10.0;0.0;1.0;3.0;1.0;0.0;4.058;1.0;2.0;2.0;;0.0;2.0;0.0;0.574;;1.0;2.0;3.331;3.846;0.0;2.0;3.0;3.0;;1.0;0.0;0.724;0.0;1.0;0.522;3.0;9.0;3.0;1.0;2.0;0.0;6.0;3.0;2.0;;;3.0;0.0;0.0;62.0;;3.0;6.0;5.0;1.0;;;;;;;;;
2006-11-25;1.0;1.0;2.0;5.0;1.0;0.0;2.0;2.0;1.0;3.0;2.0;1.0;0.2;3.0;5.0;9.0;0.994;1.0;0.0;3.0;0.0;7.0;12.0;0.384;9.0;0.0;1.0;4.0;;0.0;2.0;1.0;;5.0;0.59;1.0;1.0;0.0;0.0;0.0;3.0;4.0;1.0;4.0;2.0;2.0;12.0;1.86;3.0;3.0;0.0;1.0;3.0;0.0;1.0;0.0;2.592;0.0;3.0;3.0;;0.0;1.0;3.0;0.178;3.0;1.0;1.0;2.036;3.668;0.0;2.0;5.0;12.0;;0.0;4.0;1.394;1.0;2.0;0.443;1.0;3.0;3.0;1.0;5.0;2.0;2.0;2.0;3.0;;;2.0;0.0;3.0;41.0;;1.0;3.0;3.0;3.0;;;;;;;;;
2006-11-26;1.0;4.0;6.0;4.0;1.0;1.0;3.0;2.0;4.0;3.0;1.0;2.0;0.268;4.0;4.0;4.0;6.546;0.0;1.0;2.0;3.0;3.0;8.0;0.43;10.0;2.0;0.0;3.0;;0.0;0.0;0.0;;2.0;0.476;2.0;2.0;4.0;0.0;5.0;2.0;5.0;1.0;0.0;1.0;1.0;8.0;2.016;0.0;1.0;1.0;0.0;3.0;6.0;0.0;1.0;3.5;1.0;6.0;5.0;;2.0;2.0;0.0;0.74;0.0;0.0;3.0;0;3.026;0.0;1.0;5.0;4.0;;0.0;3.0;0.254;2.0;1.0;0.876;3.0;3.0;3.0;0.0;3.0;0.0;3.0;2.0;2.0;;;2.0;0.0;4.0;31.0;;6.0;0.0;3.0;5.0;;;;;;;;;
2006-11-27;0.0;1.0;3.0;5.0;2.0;1.0;5.0;2.0;2.0;7.0;1.0;1.0;0.224;5.0;3.0;1.0;0.0;0.0;0.0;2.0;4.0;7.0;6.0;;3.0;1.0;1.0;2.0;;1.0;0.0;2.0;;3.0;3.218;3.0;0.0;3.0;0.0;7.0;3.0;10.0;1.0;0.0;1.0;2.0;2.0;2.358;1.0;2.0;2.0;1.0;5.0;0.0;0.0;1.0;3.516;3.0;2.0;3.0;;0.0;2.0;0.0;1.484;0.0;1.0;1.0;1.822;5.782;2.0;1.0;6.0;6.0;;1.0;3.0;0.902;2.0;1.0;0.94;1.0;2.0;4.0;0.0;2.0;1.0;5.0;2.0;2.0;;;4.0;0.0;4.0;48.0;;3.0;1.0;2.0;0.0;;;;;;;;;
2006-11-28;1.0;3.0;4.0;1.0;0.0;0.0;0.0;3.0;0.0;3.0;1.0;0.0;0;2.0;1.0;3.0;0.93;1.0;3.0;2.0;6.0;0.0;7.0;0.322;5.0;0.0;1.0;2.0;;0.0;1.0;0.0;;1.0;0.356;3.0;0.0;1.0;0.0;4.0;8.0;12.0;1.0;0.0;3.0;3.0;11.0;3.488;1.0;3.0;1.0;2.0;0.0;6.0;0.0;1.0;2.968;0.0;1.0;2.0;;0.0;6.0;0.0;0.268;0.0;1.0;1.0;2.281;3.072;1.0;4.0;3.0;6.0;;2.0;1.0;0.164;2.0;1.0;0.551;4.0;0.0;7.0;1.0;4.0;1.0;3.0;0.0;1.0;;;1.0;0.0;2.0;16.0;;4.0;0.0;2.0;3.0;;;;;;;;;
2006-11-29;2.0;2.0;2.0;1.0;1.0;0.0;1.0;2.0;2.0;2.0;2.0;1.0;;4.0;0.0;5.0;2.976;0.0;1.0;2.0;7.0;9.0;4.0;0.824;4.0;1.0;0.0;3.0;;2.0;0.0;0.0;;6.0;3.588;5.0;8.0;1.0;0.0;9.0;3.0;1.0;1.0;0.0;0.0;1.0;11.0;2.972;1.0;6.0;0.0;2.0;2.0;3.0;0.0;4.0;2.952;8.0;;3.0;;0.0;0.0;0.0;0.684;1.0;1.0;3.0;1.564;6.064;4.0;6.0;4.0;8.0;;1.0;3.0;;2.0;0.0;1.103;2.0;0.0;8.0;2.0;5.0;3.0;5.0;2.0;3.0;;;7.0;0.0;2.0;59.0;;1.0;2.0;1.0;5.0;;;;;;;;;
2006-11-30;0.0;3.0;2.0;3.0;2.0;1.0;0.0;2.0;1.0;5.0;0.0;2.0;0.632;3.0;3.0;4.0;0.0;1.0;0.0;1.0;0.0;6.0;7.0;0.662;10.0;0.0;2.0;2.0;;1.0;0.0;;;2.0;0.498;0.0;1.0;1.0;0.0;5.0;8.0;2.0;3.0;0.0;2.0;0.0;4.0;2.36;2.0;14.0;1.0;3.0;1.0;11.0;1.0;1.0;6.126;9.0;1.0;3.0;;3.0;1.0;0.0;0.368;0.0;1.0;2.0;2.025;4.41;1.0;0.0;5.0;7.0;;2.0;2.0;0;7.0;1.0;0.0;0.0;0.0;6.0;1.0;3.0;0.0;3.0;1.0;1.0;;;1.0;0.0;4.0;36.0;;2.0;1.0;4.0;0.0;;;;;;;;;
2006-12-01;5.0;2.0;2.0;3.0;1.0;0.0;6.0;3.0;1.0;6.0;1.0;5.0;0.702;3.0;4.0;12.0;1.486;2.0;2.0;4.0;0.0;12.0;6.0;0.458;5.0;2.0;1.0;3.0;;2.0;0.0;;;1.0;0.886;2.0;0.0;3.0;0.0;6.0;3.0;6.0;2.0;1.0;1.0;2.0;5.0;5.076;1.0;3.0;0.0;2.0;3.0;3.0;0.0;0.0;2.604;0.0;1.0;0.0;;0.0;2.0;0.0;0.322;0.0;2.0;2.0;1.046;5.206;4.0;;3.0;3.0;;1.0;6.0;0.176;2.0;1.0;0.486;0.0;0.0;3.0;0.0;4.0;1.0;3.0;3.0;5.0;;;0.0;0.0;2.0;51.0;;1.0;0.0;1.0;0.0;;;;;;;;;
2006-12-02;2.0;0.0;3.0;0.0;0.0;1.0;0.0;1.0;1.0;6.0;3.0;2.0;0.892;2.0;3.0;13.0;0.0;0.0;2.0;2.0;0.0;8.0;6.0;0;3.0;3.0;0.0;2.0;;0.0;2.0;;;3.0;1.002;3.0;3.0;0.0;0.0;5.0;6.0;4.0;2.0;2.0;1.0;1.0;3.0;0.71;1.0;1.0;0.0;3.0;3.0;5.0;1.0;0.0;3.264;0.0;2.0;8.0;;2.0;1.0;0.0;0.964;1.0;0.0;0.0;1.596;6.402;1.0;1.0;7.0;2.0;;0.0;1.0;0;4.0;1.0;0.0;0.0;0.0;7.0;0.0;5.0;4.0;10.0;1.0;2.0;;;3.0;0.0;0.0;40.0;;4.0;1.0;4.0;0.0;;;;;;;;;
